chr	gene	gene_id	start	end	direction	gene_name
17	gene	ENSG00000141698.12	39981335	39992523	-	NT5C3B
17	gene	ENSG00000161594.6	39991937	40004636	+	KLHL10
17	gene	ENSG00000263830.1	39993316	39993580	-	RN7SL871P
17	gene	ENSG00000259623.1	40004770	40007699	-	RP11-156E6.1
17	gene	ENSG00000178502.5	40009797	40021684	-	KLHL11
17	gene	ENSG00000131473.12	40023161	40086795	-	ACLY
17	gene	ENSG00000204815.4	40086888	40117648	+	TTC25
17	gene	ENSG00000173786.12	40118759	40129749	+	CNP
17	gene	ENSG00000168259.10	40133873	40173394	-	DNAJC7
17	gene	ENSG00000168256.13	40163400	40177593	+	NKIRAS2
17	gene	ENSG00000187595.10	40177660	40215075	-	ZNF385C
17	gene	ENSG00000270010.1	40190250	40190752	-	CTD-2132N18.4
17	gene	ENSG00000267221.1	40192731	40195135	-	CTD-2132N18.2
17	gene	ENSG00000108771.8	40253422	40264751	-	DHX58
17	gene	ENSG00000108773.6	40265126	40273376	-	KAT2A
17	gene	ENSG00000197723.3	40274756	40275371	+	HSPB9
17	gene	ENSG00000108774.10	40276994	40307016	-	RAB5C
17	gene	ENSG00000267658.1	40306618	40307990	+	RP11-358B23.1
17	gene	ENSG00000089558.4	40308909	40333296	-	KCNH4
17	gene	ENSG00000161610.1	40336078	40337470	-	HCRT
17	gene	ENSG00000167925.11	40340817	40346531	-	GHDC
17	gene	ENSG00000173757.5	40351186	40428725	-	STAT5B
17	gene	ENSG00000267758.1	40420605	40421825	+	RP11-358B23.5
17	gene	ENSG00000236194.2	40422535	40424701	-	AC003104.1
17	gene	ENSG00000126561.12	40439565	40463961	+	STAT5A
17	gene	ENSG00000168610.10	40465342	40540586	-	STAT3
17	gene	ENSG00000221020.1	40551027	40551109	+	AC107993.1
17	gene	ENSG00000177469.12	40554470	40575535	-	PTRF
17	gene	ENSG00000238704.1	40592216	40592277	-	RNU7-97P
17	gene	ENSG00000033627.10	40610862	40674629	+	ATP6V0A1
17	gene	ENSG00000264314.1	40646791	40646848	+	MIR548AT
17	gene	ENSG00000267222.1	40647885	40648568	+	RP11-194N12.2
17	gene	ENSG00000267632.1	40661802	40663537	+	RP11-400F19.18
17	gene	ENSG00000265611.1	40666206	40666306	+	MIR5010
17	gene	ENSG00000267185.1	40685550	40686027	+	PTP4A2P1
17	gene	ENSG00000108784.5	40688190	40696467	+	NAGLU
17	gene	ENSG00000108785.7	40698782	40700724	+	HSD17B1P1
17	gene	ENSG00000108786.6	40701232	40707231	+	HSD17B1
17	gene	ENSG00000266962.1	40705049	40706686	-	RP11-400F19.6
17	gene	ENSG00000068120.10	40713485	40718295	+	COASY
17	gene	ENSG00000108788.7	40719086	40725257	+	MLX
17	gene	ENSG00000131470.10	40725329	40729849	-	PSMC3IP
17	gene	ENSG00000141699.6	40731531	40761693	-	FAM134C
17	gene	ENSG00000131462.3	40761746	40767252	+	TUBG1
17	gene	ENSG00000267189.1	40799852	40800161	+	ATP5LP7
17	gene	ENSG00000267132.1	40800196	40800756	+	HMGB3P27
17	gene	ENSG00000037042.8	40811323	40819024	+	TUBG2
17	gene	ENSG00000068137.10	40819932	40829048	-	PLEKHH3
17	gene	ENSG00000184451.5	40830907	40835838	-	CCR10
17	gene	ENSG00000267042.1	40833382	40834038	+	CTD-3193K9.4
17	gene	ENSG00000108797.7	40835936	40851832	+	CNTNAP1
17	gene	ENSG00000267765.1	40835205	40835560	-	CTD-3193K9.3
17	gene	ENSG00000108799.8	40852293	40897071	-	EZH1
17	gene	ENSG00000239671.1	40866317	40866661	+	CTD-3193K9.1
17	gene	ENSG00000214578.4	40904898	40905817	-	HMGN2P15
17	gene	ENSG00000197291.4	40905932	40913211	-	RAMP2-AS1
17	gene	ENSG00000131477.6	40913276	40915059	+	RAMP2
17	gene	ENSG00000131475.2	40925454	40931617	+	VPS25
17	gene	ENSG00000126562.12	40932696	40948954	+	WNK4
17	gene	ENSG00000183978.7	40947401	40950722	-	COA3
17	gene	ENSG00000176563.5	40950810	40963605	+	CNTD1
17	gene	ENSG00000126581.8	40963673	40985367	-	BECN1
17	gene	ENSG00000131467.6	40976402	40995774	+	PSME3
17	gene	ENSG00000131480.4	40996617	41002724	+	AOC2
17	gene	ENSG00000131471.2	41003201	41010147	+	AOC3
17	gene	ENSG00000260105.2	41017939	41026386	+	AOC4P
17	gene	ENSG00000213373.3	41026687	41050751	-	LINC00671
17	gene	ENSG00000252039.1	41043355	41043452	-	RNU6-287P
17	gene	ENSG00000131482.5	41052814	41065386	+	G6PC
17	gene	ENSG00000200510.1	41084865	41084959	-	RNY4P2
17	gene	ENSG00000212149.1	41092592	41092719	-	SNORA40
17	gene	ENSG00000108825.13	41131682	41131790	-	PTGES3L-AARSD1
17	gene	ENSG00000266967.2	41102543	41116515	-	AARSD1
17	gene	ENSG00000267060.1	41120105	41132545	-	PTGES3L
17	gene	ENSG00000267230.1	41127706	41129292	-	RP11-376M2.2
17	gene	ENSG00000198863.3	41132582	41145707	+	RUNDC1
17	gene	ENSG00000200127.1	41149933	41150024	-	Y_RNA
17	gene	ENSG00000131469.8	41150290	41154976	+	RPL27
17	gene	ENSG00000068079.3	41158742	41166473	+	IFI35
17	gene	ENSG00000108828.11	41166622	41177140	-	VAT1
17	gene	ENSG00000108830.7	41177258	41184057	+	RND2
17	gene	ENSG00000012048.15	41196312	41277500	-	BRCA1
17	gene	ENSG00000240828.1	41231319	41231797	+	RPL21P4
17	gene	ENSG00000198496.6	41277627	41305688	+	NBR2
17	gene	ENSG00000267681.1	41297131	41297272	+	CTD-3199J23.6
17	gene	ENSG00000267002.1	41316200	41322420	-	RP11-242D8.1
17	gene	ENSG00000267595.1	41320187	41320266	-	RP11-242D8.2
17	gene	ENSG00000267340.1	41321897	41322094	-	RP11-242D8.3
17	gene	ENSG00000188554.9	41322498	41363708	+	NBR1
17	gene	ENSG00000184988.4	41363854	41372061	+	TMEM106A
17	gene	ENSG00000236383.3	41368960	41383338	-	LINC00854
17	gene	ENSG00000188825.9	41447213	41466567	-	LINC00910
17	gene	ENSG00000252882.1	41473361	41473459	-	RNU6-1137P
17	gene	ENSG00000175906.4	41476327	41478505	+	ARL4D
17	gene	ENSG00000251763.1	41489795	41489898	+	RNU6-470P
17	gene	ENSG00000267151.2	41522075	41528568	+	MIR2117
17	gene	ENSG00000252279.1	41522875	41522981	+	RNU6-406P
17	gene	ENSG00000252729.1	41550953	41551058	+	RNU6-971P
17	gene	ENSG00000237888.1	41553566	41554033	+	AC087650.1
17	gene	ENSG00000067596.6	41561233	41621831	+	DHX8
17	gene	ENSG00000175832.8	41605212	41656988	-	ETV4
17	gene	ENSG00000267747.1	41622153	41687706	+	RP11-392O1.4
17	gene	ENSG00000005102.8	41717756	41739322	-	MEOX1
17	gene	ENSG00000267440.1	41757641	41783252	+	CTC-501O10.1
17	gene	ENSG00000267253.1	41795682	41797804	-	RP11-209M4.1
17	gene	ENSG00000215964.1	41825568	41825631	+	AC055813.1
17	gene	ENSG00000167941.2	41831099	41836156	-	SOST
17	gene	ENSG00000108861.4	41843489	41856356	-	DUSP3
17	gene	ENSG00000231256.3	41857803	41864980	+	C17orf105
17	gene	ENSG00000267604.1	41860172	41860547	-	RP5-905N1.2
17	gene	ENSG00000161647.14	41878167	41910538	-	MPP3
17	gene	ENSG00000161649.8	41924516	41940997	+	CD300LG
17	gene	ENSG00000108852.10	41952725	41987068	-	MPP2
17	gene	ENSG00000267166.1	41991801	42000369	-	RP11-527L4.5
17	gene	ENSG00000267496.2	41994576	41995326	+	FAM215A
17	gene	ENSG00000267420.1	42004931	42009990	+	RP11-527L4.6
17	gene	ENSG00000261514.1	42015731	42016327	+	RP11-527L4.2
17	gene	ENSG00000108849.3	42018172	42019836	-	PPY
17	gene	ENSG00000131096.6	42030106	42081837	-	PYY
17	gene	ENSG00000161653.6	42081914	42086428	+	NAGS
17	gene	ENSG00000091947.5	42088556	42101314	-	TMEM101
17	gene	ENSG00000221044.1	42102389	42102591	-	U3
17	gene	ENSG00000161654.5	42112003	42144987	-	LSM12
17	gene	ENSG00000141349.4	42148103	42153709	+	G6PC3
17	gene	ENSG00000108840.11	42154114	42201070	-	HDAC5
17	gene	ENSG00000267638.1	42193280	42197963	+	RP11-546M21.6
17	gene	ENSG00000212446.1	42213251	42213357	-	RNU6-131P
17	gene	ENSG00000125319.10	42219274	42239844	+	C17orf53
17	gene	ENSG00000161664.2	42247815	42256451	+	ASB16
17	gene	ENSG00000267080.1	42253341	42264085	-	ASB16-AS1
17	gene	ENSG00000168591.11	42264338	42269099	+	TMUB2
17	gene	ENSG00000087152.11	42269173	42277481	-	ATXN7L3
17	gene	ENSG00000267394.1	42276250	42293896	+	CTB-175E5.7
17	gene	ENSG00000108312.10	42282401	42298994	-	UBTF
17	gene	ENSG00000260793.2	42299283	42301078	+	RP5-882C2.2
17	gene	ENSG00000267691.1	42306128	42307596	-	SHC1P2
17	gene	ENSG00000004939.9	42325753	42345509	-	SLC4A1
17	gene	ENSG00000268413.1	42335297	42355825	+	AC003043.1
17	gene	ENSG00000239702.2	42368226	42368519	-	RN7SL507P
17	gene	ENSG00000267750.1	42376942	42388823	-	AC003102.3
17	gene	ENSG00000252628.1	42384456	42384541	+	RNU6-453P
17	gene	ENSG00000108309.8	42385927	42396039	+	RUNDC3A
17	gene	ENSG00000013306.11	42396993	42402238	-	SLC25A39
17	gene	ENSG00000267211.1	42405981	42408830	+	RP5-1067M6.3
17	gene	ENSG00000030582.12	42422630	42430470	+	GRN
17	gene	ENSG00000161682.10	42430583	42441243	-	FAM171A2
17	gene	ENSG00000267634.1	42442382	42443119	-	RPL7L1P5
17	gene	ENSG00000005961.13	42449548	42466873	-	ITGA2B
17	gene	ENSG00000186566.7	42474784	42580798	-	GPATCH8
17	gene	ENSG00000240589.2	42486429	42486726	-	RN7SL258P
17	gene	ENSG00000180340.5	42634925	42636907	+	FZD2
17	gene	ENSG00000271222.1	42673714	42674712	+	RP11-1072C15.7
17	gene	ENSG00000267384.2	42722779	42722958	+	RP11-1072C15.3
17	gene	ENSG00000266979.1	42723732	42727717	-	RP11-1072C15.2
17	gene	ENSG00000180336.13	42733762	42767676	+	C17orf104
17	gene	ENSG00000180329.9	42750437	42766980	-	CCDC43
17	gene	ENSG00000267160.1	42751057	42753625	-	RP11-1072C15.4
17	gene	ENSG00000161692.13	42785976	42829632	+	DBF4B
17	gene	ENSG00000264251.1	42796232	42796498	-	RN7SL819P
17	gene	ENSG00000240305.1	42797128	42797965	-	RP11-1072C15.1
17	gene	ENSG00000073670.9	42836399	42859214	+	ADAM11
17	gene	ENSG00000267505.1	42870567	42871842	+	CTC-296K1.3
17	gene	ENSG00000267405.1	42872115	42875151	-	CTC-296K1.4
17	gene	ENSG00000182963.5	42875816	42908184	-	GJC1
17	gene	ENSG00000131097.2	42923721	42926756	+	HIGD1B
17	gene	ENSG00000108883.8	42927311	42977030	-	EFTUD2
17	gene	ENSG00000264540.1	42961354	42961639	+	RN7SL405P
17	gene	ENSG00000167131.12	42977080	42979732	+	CCDC103
17	gene	ENSG00000131095.7	42982994	42994305	-	GFAP
17	gene	ENSG00000186185.9	43002077	43025082	-	KIF18B
17	gene	ENSG00000267334.1	43025280	43026307	+	CTD-2534I21.8
17	gene	ENSG00000131094.3	43037061	43045439	-	C1QL1
17	gene	ENSG00000267788.1	43059882	43060140	+	CTD-2534I21.9
17	gene	ENSG00000172992.7	43100708	43138473	-	DCAKD
17	gene	ENSG00000136448.7	43129030	43186334	+	NMT1
17	gene	ENSG00000200888.1	43148810	43148911	+	Y_RNA
17	gene	ENSG00000161714.7	43186385	43210721	-	PLCD3
17	gene	ENSG00000181513.10	43209967	43221548	+	ACBD4
17	gene	ENSG00000186834.2	43224684	43229468	+	HEXIM1
17	gene	ENSG00000224505.2	43236697	43238877	-	AC002117.1
17	gene	ENSG00000168517.6	43238067	43240226	+	HEXIM2
17	gene	ENSG00000267288.1	43246172	43248951	-	RP13-890H12.2
17	gene	ENSG00000267121.1	43268298	43299155	-	CTD-2020K17.1
17	gene	ENSG00000184922.9	43299590	43324633	+	FMNL1
17	gene	ENSG00000233175.2	43315395	43319101	-	CTD-2020K17.3
17	gene	ENSG00000233483.2	43322553	43326203	-	CTD-2020K17.4
17	gene	ENSG00000267278.1	43326901	43345997	+	MAP3K14-AS1
17	gene	ENSG00000184361.8	43331760	43338357	-	SPATA32
17	gene	ENSG00000006062.9	43340759	43394414	-	MAP3K14
17	gene	ENSG00000199953.1	43404732	43404863	-	RNA5SP443
17	gene	ENSG00000267446.1	43448768	43449423	-	CTB-39G8.2
17	gene	ENSG00000159314.7	43471275	43511787	-	ARHGAP27
17	gene	ENSG00000267344.1	43474391	43474843	+	CTB-39G8.3
17	gene	ENSG00000264038.1	43494179	43494272	-	AC091132.2
17	gene	ENSG00000225190.4	43513266	43568115	-	PLEKHM1
17	gene	ENSG00000236234.1	43530210	43541431	+	AC091132.1
17	gene	ENSG00000264225.1	43547899	43548188	-	RN7SL730P
17	gene	ENSG00000214425.2	43578685	43627701	-	LRRC37A4P
17	gene	ENSG00000131484.3	43580626	43612076	+	RP11-798G7.5
17	gene	ENSG00000265821.1	43603820	43604112	-	RN7SL739P
17	gene	ENSG00000266918.1	43608943	43611204	+	RP11-798G7.8
17	gene	ENSG00000267198.1	43623170	43640596	+	RP11-798G7.6
17	gene	ENSG00000266504.1	43633078	43636436	-	RP11-798G7.4
17	gene	ENSG00000264070.1	43663237	43664295	+	DND1P1
17	gene	ENSG00000263503.1	43678235	43679706	-	RP11-707O23.5
17	gene	ENSG00000204652.5	43685909	43686349	+	RPS26P8
17	gene	ENSG00000204650.9	43697694	43725582	+	CRHR1-IT1
17	gene	ENSG00000120088.10	43699267	43913194	+	CRHR1
17	gene	ENSG00000265547.1	43809069	43810343	-	RP11-293E1.2
17	gene	ENSG00000265964.1	43810719	43812035	-	RP11-293E1.1
17	gene	ENSG00000264589.1	43921017	43972966	-	MAPT-AS1
17	gene	ENSG00000185294.5	43922256	43924438	+	SPPL2C
17	gene	ENSG00000186868.11	43971748	44105700	+	MAPT
17	gene	ENSG00000262881.1	43985036	43988145	-	RP11-669E14.4
17	gene	ENSG00000256762.1	44076616	44077060	+	STH
17	gene	ENSG00000120071.8	44107282	44302733	-	KANSL1
17	gene	ENSG00000262372.1	44112679	44113136	+	RP11-669E14.6
17	gene	ENSG00000252698.1	44204762	44204817	+	RNU7-101P
17	gene	ENSG00000214401.4	44270942	44274089	+	KANSL1-AS1
17	gene	ENSG00000238723.1	44292436	44292537	-	Y_RNA
17	gene	ENSG00000262500.1	44320972	44322410	+	RP11-259G18.2
17	gene	ENSG00000262539.1	44336917	44337972	-	RP11-259G18.3
17	gene	ENSG00000261575.2	44344403	44346060	+	RP11-259G18.1
17	gene	ENSG00000228696.4	44352150	44439130	-	ARL17B
17	gene	ENSG00000176681.10	44370099	44415160	+	LRRC37A
17	gene	ENSG00000265411.1	44397045	44397325	+	RN7SL656P
17	gene	ENSG00000260075.1	44450221	44564507	+	NSFP1
17	gene	ENSG00000266497.1	44581312	44586705	+	RP11-995C19.2
17	gene	ENSG00000238083.3	44588877	44630815	+	LRRC37A2
17	gene	ENSG00000185829.11	44594068	44657088	-	ARL17A
17	gene	ENSG00000265315.1	44614900	44615180	+	RN7SL199P
17	gene	ENSG00000232300.1	44636196	44640161	-	FAM215B
17	gene	ENSG00000073969.14	44668035	44834830	+	NSF
17	gene	ENSG00000213326.4	44798948	44799533	-	RPS7P11
17	gene	ENSG00000108379.5	44839872	44910424	-	WNT3
17	gene	ENSG00000158955.6	44910567	44964096	+	WNT9B
17	gene	ENSG00000262031.1	44987108	44988878	-	RP11-63A1.2
17	gene	ENSG00000261886.1	44994136	45000400	-	RP11-63A1.1
17	gene	ENSG00000210709.1	44998490	44998615	+	RNU6ATAC3P
17	gene	ENSG00000108433.11	45000483	45105003	+	GOSR2
17	gene	ENSG00000264999.1	45050383	45050466	+	MIR5089
17	gene	ENSG00000179673.3	45055523	45056614	-	RPRML
17	gene	ENSG00000263142.1	45094559	45131935	+	LRRC37A17P
17	gene	ENSG00000262879.1	45061411	45177689	-	RP11-156P1.3
17	gene	ENSG00000263650.1	45119191	45119483	+	RN7SL270P
17	gene	ENSG00000004897.7	45195069	45266788	-	CDC27
17	gene	ENSG00000239291.1	45236557	45237359	-	RP5-867C24.1
17	gene	ENSG00000262265.1	45238441	45239430	-	RP5-867C24.4
17	gene	ENSG00000261872.1	45247192	45248415	+	RP5-867C24.5
17	gene	ENSG00000198336.5	45277812	45301045	+	MYL4
17	gene	ENSG00000252088.1	45298008	45298091	+	snoU13
17	gene	ENSG00000259207.3	45331212	45389182	+	ITGB3
17	gene	ENSG00000238419.1	45336724	45336786	-	RNU7-186P
17	gene	ENSG00000263293.1	45380832	45395986	-	RP11-290H9.4
17	gene	ENSG00000178852.11	45400656	45518678	+	EFCAB13
17	gene	ENSG00000253347.1	45486688	45500892	-	CTD-2026D20.2
17	gene	ENSG00000228782.3	45527934	45569858	-	MRPL45P2
17	gene	ENSG00000141279.11	45600308	45700642	+	NPEPPS
17	gene	ENSG00000206734.1	45634779	45634880	+	Y_RNA
17	gene	ENSG00000263766.1	45681226	45726786	-	RP11-580I16.2
17	gene	ENSG00000108424.5	45726842	45762871	+	KPNB1
17	gene	ENSG00000198933.5	45771447	45789416	+	TBKBP1
17	gene	ENSG00000073861.2	45810610	45823485	+	TBX21
17	gene	ENSG00000006025.7	45884738	45899200	-	OSBPL7
17	gene	ENSG00000159111.8	45900638	45908900	-	MRPL10
17	gene	ENSG00000141294.5	45908993	45915057	+	LRRC46
17	gene	ENSG00000141295.9	45915080	45918699	-	SCRN2
17	gene	ENSG00000189120.3	45922279	45933240	-	SP6
17	gene	ENSG00000264243.1	45940708	45942556	+	RP11-6N17.1
17	gene	ENSG00000266821.1	45956838	45959764	-	RP11-6N17.2
17	gene	ENSG00000264920.1	45968621	45973178	-	RP11-6N17.4
17	gene	ENSG00000167182.11	45973516	46006323	+	SP2
17	gene	ENSG00000234494.3	45974696	46018776	-	AC003665.1
17	gene	ENSG00000266601.1	46007048	46010472	-	RP11-6N17.3
17	gene	ENSG00000108439.5	46018872	46025654	+	PNPO
17	gene	ENSG00000167183.2	46029333	46035244	-	PRR15L
17	gene	ENSG00000108465.10	46045176	46059138	+	CDK5RAP3
17	gene	ENSG00000264701.1	46057764	46073562	-	RP11-6N17.10
17	gene	ENSG00000005243.5	46103533	46115392	-	COPZ2
17	gene	ENSG00000207947.1	46114527	46114613	-	MIR152
17	gene	ENSG00000263412.1	46124243	46125435	-	RP5-890E16.2
17	gene	ENSG00000082641.11	46125691	46138849	+	NFE2L1
17	gene	ENSG00000108468.10	46147414	46178883	-	CBX1
17	gene	ENSG00000206954.1	46166040	46166146	-	RNU6-1201P
17	gene	ENSG00000002919.10	46180719	46200436	+	SNX11
17	gene	ENSG00000141293.11	46210802	46507637	-	SKAP1
17	gene	ENSG00000221739.1	46233789	46233873	-	MIR1203
17	gene	ENSG00000263787.1	46263300	46281891	+	RP11-456D7.1
17	gene	ENSG00000207306.1	46274042	46274148	-	RNU6-1152P
17	gene	ENSG00000235300.3	46371709	46386124	+	AC090627.1
17	gene	ENSG00000266222.1	46454624	46457732	-	RP11-433M22.1
17	gene	ENSG00000200538.1	46459734	46459948	-	U3
17	gene	ENSG00000264451.1	46537732	46543402	+	RP11-433M22.2
17	gene	ENSG00000206805.1	46556459	46556560	+	Y_RNA
17	gene	ENSG00000120094.6	46605888	46608359	-	HOXB1
17	gene	ENSG00000173917.9	46618256	46622856	-	HOXB2
17	gene	ENSG00000230148.4	46621713	46628610	+	HOXB-AS1
17	gene	ENSG00000120093.7	46626232	46667634	-	HOXB3
17	gene	ENSG00000233101.6	46667782	46683776	+	HOXB-AS3
17	gene	ENSG00000239552.2	46634624	46637695	+	HOXB-AS2
17	gene	ENSG00000182742.5	46652875	46656991	-	HOXB4
17	gene	ENSG00000257178.2	46657474	46659621	-	MIR10A
17	gene	ENSG00000120075.5	46668619	46671323	-	HOXB5
17	gene	ENSG00000108511.8	46671639	46682354	-	HOXB6
17	gene	ENSG00000260027.3	46684594	46710934	-	HOXB7
17	gene	ENSG00000120068.5	46688739	46692478	-	HOXB8
17	gene	ENSG00000170689.8	46698518	46703839	-	HOXB9
17	gene	ENSG00000242207.1	46706037	46712294	+	HOXB-AS4
17	gene	ENSG00000210741.1	46709852	46709921	-	MIR196A1
17	gene	ENSG00000272763.1	46713285	46724385	-	RP11-357H14.17
17	gene	ENSG00000262745.1	46760729	46781844	+	CTD-2377D24.8
17	gene	ENSG00000244559.1	46767843	46767986	-	CTD-2377D24.2
17	gene	ENSG00000242067.1	46768478	46769056	-	RPL9P28
17	gene	ENSG00000244649.2	46782360	46784708	+	CTD-2377D24.6
17	gene	ENSG00000241788.2	46791092	46791321	+	COX6B1P2
17	gene	ENSG00000159182.3	46799084	46799884	-	PRAC1
17	gene	ENSG00000229637.2	46800530	46802124	+	PRAC2
17	gene	ENSG00000159184.7	46802820	46806540	-	HOXB13
17	gene	ENSG00000242407.1	46810453	46811250	+	CTD-2377D24.4
17	gene	ENSG00000170703.11	46839597	46894576	-	TTLL6
17	gene	ENSG00000244514.2	46842918	46843209	-	RN7SL125P
17	gene	ENSG00000136436.10	46908350	46943884	+	CALCOCO2
17	gene	ENSG00000248278.1	46952222	46986345	-	RP11-463M16.4
17	gene	ENSG00000212565.1	46958202	46958329	+	SNORA68
17	gene	ENSG00000248895.1	46958484	46958678	+	RP11-463M16.5
17	gene	ENSG00000159199.9	46970127	46973233	+	ATP5G1
17	gene	ENSG00000270781.1	46976493	46977110	+	RP11-501C14.9
17	gene	ENSG00000159202.13	46985731	47006418	+	UBE2Z
17	gene	ENSG00000159210.5	47006678	47022479	-	SNF8
17	gene	ENSG00000230532.1	47009153	47010566	+	AC091133.1
17	gene	ENSG00000200903.1	47026723	47026882	-	RNU1-42P
17	gene	ENSG00000238804.1	47034012	47034115	-	snoU13
17	gene	ENSG00000159224.4	47035916	47045958	-	GIP
17	gene	ENSG00000250838.1	47072628	47073853	-	RP11-501C14.5
17	gene	ENSG00000159217.5	47074774	47133012	+	IGF2BP1
17	gene	ENSG00000251461.3	47089805	47091087	-	RP11-501C14.6
17	gene	ENSG00000252636.1	47113714	47113817	+	RNU6-826P
17	gene	ENSG00000251550.1	47114484	47114791	+	RP11-501C14.7
17	gene	ENSG00000248883.2	47162873	47164064	+	CTD-2244F11.2
17	gene	ENSG00000271770.1	47187124	47187413	+	Metazoa_SRP
17	gene	ENSG00000167080.4	47209822	47247351	+	B4GALNT2
17	gene	ENSG00000240995.2	47225701	47226473	-	RP11-708H21.1
17	gene	ENSG00000262973.1	47249257	47250608	+	RP11-708H21.4
17	gene	ENSG00000167083.2	47280153	47286762	-	GNGT2
17	gene	ENSG00000108798.4	47287589	47300587	+	ABI3
17	gene	ENSG00000173868.7	47300724	47308128	-	PHOSPHO1
17	gene	ENSG00000177369.4	47325601	47336024	+	RP1-62O9.3
17	gene	ENSG00000198740.4	47366568	47439478	-	ZNF652
17	gene	ENSG00000251964.1	47403202	47403263	-	RNU7-135P
17	gene	ENSG00000248714.2	47438527	47447360	+	RP11-1079K10.3
17	gene	ENSG00000262039.1	47448102	47554350	+	RP11-81K2.1
17	gene	ENSG00000250948.1	47452742	47457456	+	RP11-1079K10.2
17	gene	ENSG00000186244.6	47477791	47478162	-	RP11-1079K10.1
17	gene	ENSG00000167085.7	47481414	47492246	-	PHB
17	gene	ENSG00000207127.1	47494106	47494212	-	Y_RNA
17	gene	ENSG00000229944.2	47500970	47502298	-	AC004797.1
17	gene	ENSG00000249497.1	47535223	47539111	-	RP11-1079K10.5
17	gene	ENSG00000064300.4	47572655	47592379	+	NGFR
17	gene	ENSG00000249906.1	47583019	47651426	-	RP5-1029K10.2
17	gene	ENSG00000250310.1	47622209	47655324	-	RP5-1029K10.4
17	gene	ENSG00000252789.1	47638364	47638447	-	AC006487.1
17	gene	ENSG00000182575.7	47653220	47659652	+	NXPH3
17	gene	ENSG00000121067.13	47676246	47755596	-	SPOP
17	gene	ENSG00000121073.9	47778305	47786376	-	SLC35B1
17	gene	ENSG00000250751.1	47785696	47797422	+	RP11-613C6.2
17	gene	ENSG00000121104.3	47787694	47866542	-	FAM117A
17	gene	ENSG00000136504.7	47866674	47906458	+	KAT7
17	gene	ENSG00000235183.3	47872705	47873031	+	RP11-613C6.4
17	gene	ENSG00000262837.1	47911601	47913816	+	RP11-304F15.7
17	gene	ENSG00000176358.11	47915671	47921519	-	TAC4
17	gene	ENSG00000204584.1	47923272	47926199	+	RP11-304F15.3
17	gene	ENSG00000248954.1	47964961	47978257	+	RP11-304F15.4
17	gene	ENSG00000254039.1	47991767	48010282	+	RP11-304F15.6
17	gene	ENSG00000249176.1	48016486	48017183	+	RP11-304F15.5
17	gene	ENSG00000199492.1	48043439	48043540	-	RNU6-1313P
17	gene	ENSG00000108813.9	48046334	48052321	+	DLX4
17	gene	ENSG00000064195.7	48067369	48072588	-	DLX3
17	gene	ENSG00000248172.1	48074253	48094208	+	RP11-1094H24.3
17	gene	ENSG00000246640.1	48127713	48133103	-	RP11-1094H24.4
17	gene	ENSG00000005884.13	48133332	48167845	+	ITGA3
17	gene	ENSG00000005882.7	48172101	48187403	+	PDK2
17	gene	ENSG00000250282.1	48178068	48179284	-	RP5-875H18.4
17	gene	ENSG00000167100.10	48189517	48207246	-	SAMD14
17	gene	ENSG00000108819.9	48211104	48227991	-	PPP1R9B
17	gene	ENSG00000236472.1	48213015	48223541	+	AC002401.1
17	gene	ENSG00000253730.1	48235694	48238637	-	RP11-893F2.13
17	gene	ENSG00000261959.1	48240884	48242677	-	RP11-893F2.14
17	gene	ENSG00000108823.11	48243346	48253292	+	SGCA
17	gene	ENSG00000188662.5	48248789	48258539	-	HILS1
17	gene	ENSG00000108821.9	48260650	48278993	-	COL1A1
17	gene	ENSG00000249406.1	48286333	48291820	+	RP11-893F2.5
17	gene	ENSG00000263176.1	48290294	48292471	-	RP11-893F2.15
17	gene	ENSG00000251085.1	48292055	48292781	+	RP11-893F2.6
17	gene	ENSG00000249838.1	48313206	48313490	+	SUMO2P7
17	gene	ENSG00000239135.1	48322257	48322365	-	snoU13
17	gene	ENSG00000167105.3	48348767	48358844	+	TMEM92
17	gene	ENSG00000251179.1	48358938	48365216	-	RP11-893F2.9
17	gene	ENSG00000015532.5	48423453	48440499	+	XYLT2
17	gene	ENSG00000108826.11	48445218	48450575	-	MRPL27
17	gene	ENSG00000154920.10	48450581	48458598	+	EME1
17	gene	ENSG00000108829.9	48452420	48474600	-	LRRC59
17	gene	ENSG00000206824.1	48463506	48463607	-	Y_RNA
17	gene	ENSG00000253102.1	48474915	48475249	+	RP1-117B12.4
17	gene	ENSG00000167107.8	48503519	48552206	+	ACSF2
17	gene	ENSG00000262759.1	48527540	48528086	-	MRPS21P9
17	gene	ENSG00000136457.5	48541857	48546327	-	CHAD
17	gene	ENSG00000136444.5	48556161	48563336	+	RSAD1
17	gene	ENSG00000249451.1	48580773	48585689	-	RP11-94C24.6
17	gene	ENSG00000136449.9	48585745	48608862	+	MYCBPAP
17	gene	ENSG00000049283.13	48609904	48621111	+	EPN3
17	gene	ENSG00000250286.1	48614655	48616115	-	RP11-94C24.8
17	gene	ENSG00000006282.15	48623667	48633213	+	SPATA20
17	gene	ENSG00000250107.1	48633568	48639469	-	CACNA1G-AS1
17	gene	ENSG00000006283.13	48638429	48704835	+	CACNA1G
17	gene	ENSG00000250976.1	48640564	48641144	-	RP11-94C24.11
17	gene	ENSG00000251239.1	48709101	48709301	-	CTB-22K21.2
